Camera,Camera_folder,Species,DateTimeOriginal,Date,Sheep,Time,delta.time.secs,Directory,FileName,Classification,DST,Time_DST_Corrected,Time_Decimal,Time_Scaled,Time_Radians,Time_Sun
D10,D10_110320_031121,Bobcat,2/22/2021 11:35,2/21/21,Y,11:35:14,3266200,Reviewed Phase 4/D10_110320_031121/Bobcat,IMG_0766.JPG,Bobcat,FALSE,11H 35M 14S,NA,NA,NA,NA
D10,D10_110320_031121,Bobcat,3/8/2021 7:23,3/7/21,Y,7:23:55,1194510,Reviewed Phase 4/D10_110320_031121/Bobcat,IMG_0823.JPG,Bobcat,FALSE,7H 23M 55S,NA,NA,NA,NA
D12,D12_110220_032321,Bobcat,12/17/2020 10:15,12/16/20,N,10:15:07,0,Reviewed Phase 4/D12_110220_032321/Bobcat,IMG_0550.JPG,Bobcat,FALSE,10H 15M 7S,NA,NA,NA,NA
D14,D14_032920_061420,Bobcat,4/2/2020 11:34,4/1/20,N,11:34:56,0,Reviewed Phase 4/D14_032920_061420/Bobcat,IMG_0040.JPG,Bobcat,TRUE,11H 34M 56S,NA,NA,NA,NA
D14,D14_110420_031921,Bobcat,12/6/2020 13:10,12/5/20,N,13:10:25,0,Reviewed Phase 4/D14_110420_031921/Bobcat,IMG_0232.JPG,Bobcat,FALSE,13H 10M 25S,NA,NA,NA,NA
D16,D16_110720_032421,Bobcat,1/14/2021 12:23,1/13/21,N,12:23:57,0,Reviewed Phase 4/D16_110720_032421/Bobcat,IMG_0859.JPG,Bobcat,FALSE,12H 23M 57S,NA,NA,NA,NA
E05,E05_110420_031721,Bobcat,11/25/2020 13:26,11/24/20,N,13:26:57,0,Reviewed Phase 4/E05_110420_031721/Bobcat,IMG_0649.JPG,Bobcat,FALSE,13H 26M 57S,NA,NA,NA,NA
E05,E05_110420_031721,Bobcat,2/9/2021 20:45,2/8/21,N,20:45:10,6592687,Reviewed Phase 4/E05_110420_031721/Bobcat,IMG_2510.JPG,Bobcat,FALSE,20H 45M 10S,NA,NA,NA,NA
E05,E05_110420_031721,Bobcat,2/17/2021 12:19,2/16/21,N,12:19:28,660851,Reviewed Phase 4/E05_110420_031721/Bobcat,IMG_2593.JPG,Bobcat,FALSE,12H 19M 28S,NA,NA,NA,NA
E05,E05_110420_031721,Bobcat,2/25/2021 23:20,2/24/21,N,23:20:50,730811,Reviewed Phase 4/E05_110420_031721/Bobcat,IMG_2707.JPG,Bobcat,FALSE,23H 20M 50S,NA,NA,NA,NA
E05,E05_110420_031721,Bobcat,3/3/2021 9:04,3/2/21,N,9:04:19,467003,Reviewed Phase 4/E05_110420_031721/Bobcat,IMG_2860.JPG,Bobcat,FALSE,9H 4M 19S,NA,NA,NA,NA
E05,E05_110420_031721,Bobcat,3/3/2021 10:10,3/2/21,N,10:10:58,3965,Reviewed Phase 4/E05_110420_031721/Bobcat,IMG_2869.JPG,Bobcat,FALSE,10H 10M 58S,NA,NA,NA,NA
E05,E05_121019_031520,Bobcat,2/1/2020 9:25,1/31/20,N,9:25:09,0,Reviewed Phase 4/E05_121019_031520/Bobcat,IMG_0370.JPG,Bobcat,FALSE,9H 25M 9S,NA,NA,NA,NA
E05,E05_121019_031520,Bobcat,2/6/2020 15:27,2/5/20,N,15:27:15,453724,Reviewed Phase 4/E05_121019_031520/Bobcat,IMG_0505.JPG,Bobcat,FALSE,15H 27M 15S,NA,NA,NA,NA
E05,E05_121019_031520,Bobcat,2/18/2020 6:30,2/17/20,N,6:30:25,1004567,Reviewed Phase 4/E05_121019_031520/Bobcat,IMG_0847.JPG,Bobcat,FALSE,6H 30M 25S,NA,NA,NA,NA
E05,E05_121019_031520,Bobcat,3/3/2020 17:24,3/2/20,N,17:24:40,1248849,Reviewed Phase 4/E05_121019_031520/Bobcat,IMG_1165.JPG,Bobcat,FALSE,17H 24M 40S,NA,NA,NA,NA
E11,E11_030820_061520,Bobcat,5/20/2020 10:02,5/19/20,N,10:02:05,0,Reviewed Phase 4/E11_030820_061520/Bobcat,IMG_0205.JPG,Bobcat,TRUE,10H 2M 5S,NA,NA,NA,NA
E11,E11_110220_040221,Bobcat,12/31/2020 10:27,12/30/20,N,10:27:04,0,Reviewed Phase 4/E11_110220_040221/Bobcat,IMG_1654.JPG,Bobcat,FALSE,10H 27M 4S,NA,NA,NA,NA
E11,E11_110220_040221,Bobcat,2/3/2021 17:56,2/2/21,N,17:56:21,2964555,Reviewed Phase 4/E11_110220_040221/Bobcat,IMG_3574.JPG,Bobcat,FALSE,17H 56M 21S,NA,NA,NA,NA
E11,E11_121919_030820,Bobcat,12/19/2019 16:53,12/18/19,N,16:53:15,0,Reviewed Phase 4/E11_121919_030820/Bobcat,IMG_0022.JPG,Bobcat,FALSE,16H 53M 15S,NA,NA,NA,NA
E13,E13_121819_032920,Bobcat,1/2/2020 18:33,1/1/20,Y,18:33:48,0,Reviewed Phase 4/E13_121819_032920/Bobcat,IMG_0316.JPG,Bobcat,FALSE,18H 33M 48S,NA,NA,NA,NA
E15,E15_062320_090920,Bobcat,7/23/2020 7:05,7/22/20,N,7:05:01,0,Reviewed Phase 4/E15_062320_090920/Bobcat,IMG_0016.JPG,Bobcat,TRUE,7H 5M 1S,NA,NA,NA,NA
E15,E15_062320_090920,Bobcat,9/4/2020 4:19,9/3/20,N,4:19:55,3705291,Reviewed Phase 4/E15_062320_090920/Bobcat,IMG_0100.JPG,Bobcat,TRUE,4H 19M 55S,NA,NA,NA,NA
F06,F06_110420_032921,Bobcat,2/21/2021 12:12,2/20/21,N,12:12:37,0,Reviewed Phase 4/F06_110420_032921/Bobcat,IMG_1120.JPG,Bobcat,FALSE,12H 12M 37S,NA,NA,NA,NA
F08,F08_110320_031521,Bobcat,12/1/2020 10:34,11/30/20,N,10:34:16,0,Reviewed Phase 4/F08_110320_031521/Bobcat,IMG_2695.JPG,Bobcat,FALSE,10H 34M 16S,NA,NA,NA,NA
F08,F08_110320_031521,Bobcat,3/3/2021 10:40,3/2/21,N,10:40:38,7949171,Reviewed Phase 4/F08_110320_031521/Bobcat,IMG_4954.JPG,Bobcat,FALSE,10H 40M 38S,NA,NA,NA,NA
F10,F10_110320_031521,Bobcat,1/30/2021 7:13,1/29/21,N,7:13:06,0,Reviewed Phase 4/F10_110320_031521/Bobcat,IMG_2392.JPG,Bobcat,FALSE,7H 13M 6S,NA,NA,NA,NA
G11,G11_110320_030821,Bobcat,1/8/2021 16:48,1/7/21,N,16:48:04,0,Reviewed Phase 4/G11_110320_030821/Bobcat,IMG_0535.JPG,Bobcat,FALSE,16H 48M 4S,NA,NA,NA,NA
G11,G11_110320_030821,Bobcat,1/19/2021 19:29,1/18/21,N,19:29:57,960103,Reviewed Phase 4/G11_110320_030821/Bobcat,IMG_0568.JPG,Bobcat,FALSE,19H 29M 57S,NA,NA,NA,NA
G11,G11_110320_030821,Bobcat,2/6/2021 19:01,2/5/21,N,19:01:35,1553484,Reviewed Phase 4/G11_110320_030821/Bobcat,IMG_0643.JPG,Bobcat,FALSE,19H 1M 35S,NA,NA,NA,NA
G11,G11_110320_030821,Bobcat,2/18/2021 21:44,2/17/21,N,21:44:20,1046563,Reviewed Phase 4/G11_110320_030821/Bobcat,IMG_0697.JPG,Bobcat,FALSE,21H 44M 20S,NA,NA,NA,NA
G11,G11_110320_030821,Bobcat,3/7/2021 6:53,3/6/21,N,6:53:08,1415326,Reviewed Phase 4/G11_110320_030821/Bobcat,IMG_0835.JPG,Bobcat,FALSE,6H 53M 8S,NA,NA,NA,NA
