Camera,Camera_folder,Species,DateTimeOriginal,Date,Sheep,Time,delta.time.secs,Directory,FileName,Classification,DST,Time_DST_Corrected,Time_Decimal,Time_Scaled,Time_Radians,Time_Sun
E05,E05_092117_120817,Bobcat,11/12/2017 2:46,11/12/17,N,2:46:54,1362285,Reviewed/E05_092117_120817/Bobcat,IMG_0667.JPG,Bobcat,FALSE,2H 46M 54S,2.781666667,0.115902778,0.72823863,0.644237156
E05,E05_092117_120817,Bobcat,11/27/2017 18:30,11/27/17,N,18:30:42,1352627,Reviewed/E05_092117_120817/Bobcat,IMG_0823.JPG,Bobcat,FALSE,18H 30M 42S,18.51166667,0.771319444,4.846343,5.076348267
E05,E05_110516_031417,Bobcat,1/31/2017 0:40,1/31/17,N,0:40:19,0,Reviewed/E05_110516_031417/Bobcat,IMG_0184.JPG,Bobcat,FALSE,40M 19S,0.671944444,0.027997685,0.175914644,0.054170303
E05,E05_110516_031417,Bobcat,2/11/2017 19:29,2/11/17,N,19:29:58,1018177,Reviewed/E05_110516_031417/Bobcat,IMG_0190.JPG,Bobcat,FALSE,19H 29M 58S,19.49944444,0.812476852,5.104942618,5.121023686
E07,E07_051316_071816,Bobcat,5/13/2016 18:13,5/13/16,N,18:13:50,0,Reviewed/E07_051316_071816/Bobcat,2016 05 13 18 13 50.jpg,Bobcat,TRUE,18H 13M 50S,18.23055556,0.759606481,4.772748284,4.26025607
E07,E07_060517_100517,Bobcat,7/16/2017 7:53,7/16/17,N,7:53:53,0,Reviewed/E07_060517_100517/Bobcat,IMG_1813.JPG,Bobcat,TRUE,7H 53M 53S,7.898055556,0.329085648,2.067706109,1.978858728
E09,E09_091917_121117,Bobcat,11/27/2017 15:43,11/27/17,N,15:43:19,0,Reviewed/E09_091917_121117/Bobcat,IMG_0917.JPG,Bobcat,FALSE,15H 43M 19S,15.72194444,0.655081019,4.115995431,4.345429089
E11,E11_051916_070116,Bobcat,5/26/2016 3:48,5/26/16,N,3:48:02,0,Reviewed/E11_051916_070116/Bobcat,2016 05 26 03 48 02.jpg,Bobcat,TRUE,3H 48M 2S,3.800555556,0.158356481,0.994983118,0.883855211
E11,E11_070116_120416,Bobcat,7/19/2016 20:46,7/19/16,N,20:46:21,0,Reviewed/E11_070116_120416/Bobcat,2016 07 19 20 46 21.jpg,Bobcat,TRUE,20H 46M 21S,20.7725,0.865520833,5.438227783,4.778725536
E13,E13_030917_062017,Bobcat,4/29/2017 13:22,4/29/17,Y,13:22:22,0,Reviewed/E13_030917_062017/Bobcat,IMG_0362.JPG,Bobcat,TRUE,13H 22M 22S,13.37277778,0.557199074,3.500985035,3.188883205
E13,E13_040216_072016,Bobcat,4/23/2016 20:19,4/23/16,Y,20:19:14,0,Reviewed/E13_040216_072016/Bobcat,2016 04 23 20 19 14.jpg,Bobcat,TRUE,20H 19M 14S,20.32055556,0.846689815,5.319909004,4.819289602
E13,E13_100617_121217,Bobcat,10/26/2017 13:55,10/26/17,N,13:55:45,0,Reviewed/E13_100617_121217/Bobcat,IMG_0181.JPG,Bobcat,TRUE,13H 55M 45S,13.92916667,0.580381944,3.646647306,3.433088665
E13,E13_100617_121217,Bobcat,11/6/2017 0:25,11/6/17,N,0:25:02,901748,Reviewed/E13_100617_121217/Bobcat,IMG_0235.JPG,Bobcat,FALSE,25M 2S,0.417222222,0.017384259,0.109228522,0.112406901
E15,E15_030917_062617,Bobcat,4/6/2017 13:07,4/6/17,N,13:07:26,0,Reviewed/E15_030917_062617/Bobcat,IMG_0035.JPG,Bobcat,TRUE,13H 7M 26S,13.12388889,0.546828704,3.435826077,3.111263716
E15,E15_030917_062617,Bobcat,5/10/2017 11:29,5/10/17,N,11:29:59,2931751,Reviewed/E15_030917_062617/Bobcat,IMG_0087.JPG,Bobcat,TRUE,11H 29M 59S,11.49972222,0.479155093,3.010620238,2.775702381
E15,E15_030917_062617,Bobcat,5/23/2017 5:47,5/23/17,N,5:47:25,1102645,Reviewed/E15_030917_062617/Bobcat,IMG_0117.JPG,Bobcat,TRUE,5H 47M 25S,5.790277778,0.241261574,1.515891177,1.539370736
E15,E15_030917_062617,Bobcat,6/1/2017 23:31,6/1/17,N,23:31:44,841457,Reviewed/E15_030917_062617/Bobcat,IMG_0145.JPG,Bobcat,TRUE,23H 31M 44S,23.52888889,0.98037037,6.159848707,5.72561932
E15,E15_030917_062617,Bobcat,6/13/2017 9:30,6/13/17,N,9:30:38,986333,Reviewed/E15_030917_062617/Bobcat,IMG_0159.JPG,Bobcat,TRUE,9H 30M 38S,9.510555556,0.396273148,2.489857622,2.360815964
E15,E15_030917_062617,Bobcat,6/15/2017 7:38,6/15/17,N,7:38:38,166078,Reviewed/E15_030917_062617/Bobcat,IMG_0164.JPG,Bobcat,TRUE,7H 38M 38S,7.643888889,0.31849537,2.001165432,1.966324911
E15,E15_061816_120416,Bobcat,9/2/2016 9:04,9/2/16,N,9:04:55,0,Reviewed/E15_061816_120416/Bobcat,2016 09 02 09 04 55.jpg,Bobcat,TRUE,9H 4M 55S,9.081944444,0.378414352,2.377647496,2.145747518
E15,E15_061816_120416,Bobcat,9/5/2016 9:29,9/5/16,N,9:29:21,260665,Reviewed/E15_061816_120416/Bobcat,2016 09 05 09 29 21.jpg,Bobcat,TRUE,9H 29M 21S,9.489166667,0.395381944,2.484258024,2.239922281
E15,E15_061816_120416,Bobcat,9/8/2016 9:00,9/8/16,N,9:00:00,257437,Reviewed/E15_061816_120416/Bobcat,2016 09 08 09 00 00.jpg,Bobcat,TRUE,8H 0M 0S,8,0.333333333,2.094395102,1.86740751
E15,E15_061816_120416,Bobcat,9/13/2016 10:31,9/13/16,N,10:31:57,437517,Reviewed/E15_061816_120416/Bobcat,2016 09 13 10 31 57.jpg,Bobcat,TRUE,10H 31M 57S,10.5325,0.438854167,2.757402052,2.489731629
E15,E15_062617_100617,Bobcat,10/6/2017 10:59,10/6/17,N,10:59:03,0,Reviewed/E15_062617_100617/Bobcat,IMG_0526.JPG,Bobcat,TRUE,10H 59M 3S,10.98416667,0.457673611,2.875648109,2.593537343
E15,E15_100617_121217,Bobcat,10/11/2017 8:59,10/11/17,N,8:59:17,0,Reviewed/E15_100617_121217/Bobcat,IMG_0032.JPG,Bobcat,TRUE,8H 59M 17S,8.988055556,0.374502315,2.353067442,2.037137614
E15,E15_100617_121217,Bobcat,10/30/2017 20:33,10/30/17,N,20:33:54,1683035,Reviewed/E15_100617_121217/Bobcat,IMG_0157.JPG,Bobcat,TRUE,20H 33M 54S,20.565,0.856875,5.38390441,5.260974351
E15,E15_100617_121217,Bobcat,11/6/2017 23:12,11/6/17,N,23:12:57,614341,Reviewed/E15_100617_121217/Bobcat,IMG_0182.JPG,Bobcat,FALSE,23H 12M 57S,23.21583333,0.967326389,6.077890954,6.119349929
E15,E15_100617_121217,Bobcat,12/4/2017 12:58,12/4/17,N,12:58:46,2382347,Reviewed/E15_100617_121217/Bobcat,IMG_0249.JPG,Bobcat,FALSE,12H 58M 46S,12.97944444,0.540810185,3.39801061,3.448486686
E15,E15_120416_030917,Bobcat,1/12/2017 10:53,1/12/17,N,10:53:12,0,Reviewed/E15_120416_030917/Bobcat,IMG_0082.JPG,Bobcat,FALSE,10H 53M 12S,10.88666667,0.453611111,2.850122669,2.666985717
E15,E15_120416_030917,Bobcat,1/25/2017 18:27,1/25/17,N,18:27:42,1150469,Reviewed/E15_120416_030917/Bobcat,IMG_0107.JPG,Bobcat,FALSE,18H 27M 42S,18.46166667,0.769236111,4.833253031,4.944125696
E15,E15_120416_030917,Bobcat,1/26/2017 5:03,1/26/17,N,5:03:37,38153,Reviewed/E15_120416_030917/Bobcat,IMG_0111.JPG,Bobcat,FALSE,5H 3M 37S,5.060277778,0.210844907,1.324777624,1.045939067
E17,E17_070716_120416,Bobcat,10/30/2016 17:01,10/30/16,N,17:01:14,0,Reviewed/E17_070716_120416/Bobcat,IMG_8524.JPG,Bobcat,TRUE,17H 1M 14S,17.02055556,0.709189815,4.455971024,4.356626386
E17,E17_100717_120717,Bobcat,11/9/2017 8:57,11/9/17,N,8:57:40,0,Reviewed/E17_100717_120717/Bobcat,IMG_0172.JPG,Bobcat,FALSE,8H 57M 40S,8.961111111,0.37337963,2.346013403,2.229494467
F04,F04_022417_060817,Bobcat,3/8/2017 10:35,3/8/17,N,10:35:47,0,Reviewed/F04_022417_060817/Bobcat,IMG_0106.JPG,Bobcat,FALSE,10H 35M 47S,10.59638889,0.441516204,2.774128124,2.658495628
F04,F04_092017_121317,Bobcat,9/26/2017 10:34,9/26/17,N,10:34:11,0,Reviewed/F04_092017_121317/Bobcat,IMG_0511.JPG,Bobcat,TRUE,10H 34M 11S,10.56972222,0.440405093,2.767146807,2.490013631
F04,F04_092017_121317,Bobcat,11/10/2017 17:40,11/10/17,N,17:40:52,3913576,Reviewed/F04_092017_121317/Bobcat,IMG_2446.JPG,Bobcat,FALSE,17H 40M 52S,17.68111111,0.736712963,4.628904064,4.859734232
F04,F04_110516_022317,Bobcat,11/8/2016 8:23,11/8/16,N,8:23:21,0,Reviewed/F04_110516_022317/Bobcat,IMG_0019.JPG,Bobcat,FALSE,8H 23M 21S,8.389166667,0.349548611,2.196278697,2.056996753
F04,F04_110516_022317,Bobcat,11/10/2016 18:01,11/10/16,N,18:01:54,207479,Reviewed/F04_110516_022317/Bobcat,IMG_0025.JPG,Bobcat,FALSE,18H 1M 54S,18.03166667,0.751319444,4.720679294,4.940216131
F06,F06_061116_110516,Bobcat,8/19/2016 16:06,8/19/16,N,16:06:44,0,Reviewed/F06_061116_110516/Bobcat,2016 08 19 16 06 44.jpg,Bobcat,TRUE,16H 6M 44S,16.11222222,0.671342593,4.218169914,3.80518466
F08,F08_031517_060717,Bobcat,3/19/2017 18:20,3/19/17,N,18:20:06,0,Reviewed/F08_031517_060717/Bobcat,IMG_0130.JPG,Bobcat,TRUE,18H 20M 6S,18.335,0.763958333,4.800091775,4.437605681
F08,F08_031517_060717,Bobcat,3/22/2017 20:00,3/22/17,N,20:00:46,265238,Reviewed/F08_031517_060717/Bobcat,IMG_0148.JPG,Bobcat,TRUE,20H 0M 46S,20.01277778,0.833865741,5.23933297,4.864432589
F08,F08_032316_060816,Bobcat,4/6/2016 12:39,4/6/16,N,12:39:52,0,Reviewed/F08_032316_060816/Bobcat,2016 04 06 12 39 52.jpg,Bobcat,TRUE,12H 39M 52S,12.66444444,0.527685185,3.315543802,2.999556917
F08,F08_100517_120817,Bobcat,11/16/2017 15:32,11/16/17,N,15:32:28,0,Reviewed/F08_100517_120817/Bobcat,IMG_1486.JPG,Bobcat,FALSE,15H 32M 28S,15.54111111,0.647546296,4.068653375,4.268984485
F08,F08_111716_031517,Bobcat,12/22/2016 12:03,12/22/16,N,12:03:19,0,Reviewed/F08_111716_031517/Bobcat,IMG_0286.JPG,Bobcat,FALSE,12H 3M 19S,12.05527778,0.502303241,3.156064342,3.097264608
F08,F08_111716_031517,Bobcat,12/26/2016 10:07,12/26/16,N,10:07:25,338644,Reviewed/F08_111716_031517/Bobcat,IMG_0301.JPG,Bobcat,FALSE,10H 7M 25S,10.12361111,0.42181713,2.650355191,2.443676173
G09,G09_101217_122217,Bobcat,10/23/2017 20:44,10/23/17,N,20:44:52,0,Reviewed/G09_101217_122217/Bobcat,IMG_0241.JPG,Bobcat,TRUE,20H 44M 52S,20.74777778,0.864490741,5.43175552,5.281264608
G09,G09_101217_122217,Bobcat,10/24/2017 22:27,10/24/17,N,22:27:14,92537,Reviewed/G09_101217_122217/Bobcat,IMG_0248.JPG,Bobcat,TRUE,22H 27M 14S,22.45388889,0.935578704,5.878414365,5.691492096
G09,G09_101217_122217,Bobcat,11/4/2017 21:41,11/4/17,N,21:41:08,947633,Reviewed/G09_101217_122217/Bobcat,IMG_0412.JPG,Bobcat,TRUE,21H 41M 8S,21.68555556,0.903564815,5.677265169,5.533963899
G09,G09_101217_122217,Bobcat,12/9/2017 15:43,12/9/17,N,15:43:09,3002517,Reviewed/G09_101217_122217/Bobcat,IMG_1045.JPG,Bobcat,FALSE,15H 43M 9S,15.71916667,0.654965278,4.11526821,4.344594569
G11,G11_072116_121216,Bobcat,11/5/2016 13:06,11/5/16,N,13:06:02,0,Reviewed/G11_072116_121216/Bobcat,2016 11 05 13 06 02.jpg,Bobcat,TRUE,13H 6M 2S,13.10055556,0.545856481,3.429717424,3.193974528
G11,G11_072116_121216,Bobcat,11/10/2016 9:24,11/10/16,N,9:24:10,418686,Reviewed/G11_072116_121216/Bobcat,2016 11 10 09 24 10.jpg,Bobcat,FALSE,9H 24M 10S,9.402777778,0.391782407,2.461641466,2.361207934
A13,A13_121217_032618,Bobcat,12/22/2017 12:09,12/22/17,N,12:09:53,0,Reviewed Phase 2/A13_121217_032618/Bobcat,IMG_0019.JPG,Bobcat,FALSE,12H 9M 53S,12.16472222,0.506863426,3.184716831,3.134414798
B02,B02_080318_121718,Bobcat,8/28/2018 14:25,8/28/18,N,14:25:41,0,Reviewed Phase 2/B02_080318_121718/Bobcat,08280837.JPG,Bobcat,TRUE,14H 25M 41S,14.42805556,0.601168981,3.777256112,3.429740409
B02,B02_080318_121718,Bobcat,10/8/2018 6:07,10/8/18,N,6:07:27,3512505,Reviewed Phase 2/B02_080318_121718/Bobcat,10080227.JPG,Bobcat,TRUE,6H 7M 27S,6.124166667,0.255173611,1.603303084,1.288000535
B02,B02_120717_040318,Bobcat,12/24/2017 13:43,12/24/17,N,13:43:21,0,Reviewed Phase 2/B02_120717_040318/Bobcat,IMG_0373.JPG,Bobcat,FALSE,13H 43M 21S,13.7225,0.571770833,3.592542099,3.647590097
B02,B02_120717_040318,Bobcat,3/17/2018 17:29,3/17/18,N,17:29:02,7184739,Reviewed Phase 2/B02_120717_040318/Bobcat,IMG_1744.JPG,Bobcat,TRUE,17H 29M 2S,17.48388889,0.72849537,4.577271407,4.222626806
B04,B04_031218_060818,Bobcat,4/25/2018 4:35,4/25/18,N,4:35:04,0,Reviewed Phase 2/B04_031218_060818/Bobcat,IMG_2167.JPG,Bobcat,TRUE,4H 35M 4S,4.584444444,0.191018519,1.200204749,1.032487679
B04,B04_060818_073118,Bobcat,7/7/2018 10:36,7/7/18,N,10:36:49,0,Reviewed Phase 2/B04_060818_073118/Bobcat,IMG_0733.JPG,Bobcat,TRUE,10H 36M 49S,10.61361111,0.442233796,2.778636891,2.573607807
B04,B04_073118_120618,Bobcat,10/9/2018 6:50,10/9/18,N,6:50:59,0,Reviewed Phase 2/B04_073118_120618/Bobcat,10090337.JPG,Bobcat,TRUE,6H 50M 59S,6.849722222,0.285405093,1.793253084,1.466362169
B04,B04_073118_120618,Bobcat,10/9/2018 10:56,10/9/18,N,10:56:10,14710,Reviewed Phase 2/B04_073118_120618/Bobcat,10090340.JPG,Bobcat,TRUE,10H 56M 10S,10.93611111,0.455671296,2.863067194,2.578405218
B04,B04_121317_031218,Bobcat,12/17/2017 17:19,12/17/17,N,17:19:03,0,Reviewed Phase 2/B04_121317_031218/Bobcat,IMG_0193.JPG,Bobcat,FALSE,17H 19M 3S,17.3175,0.7215625,4.533710898,4.810451415
B04,B04_121317_031218,Bobcat,12/25/2017 12:57,12/25/17,N,12:57:02,675465,Reviewed Phase 2/B04_121317_031218/Bobcat,IMG_0478.JPG,Bobcat,FALSE,12H 57M 2S,12.95055556,0.539606481,3.390447516,3.387653602
B04,B04_121317_031218,Bobcat,1/20/2018 11:57,1/20/18,N,11:57:36,2242815,Reviewed Phase 2/B04_121317_031218/Bobcat,IMG_1339.JPG,Bobcat,FALSE,11H 57M 36S,11.96,0.498333333,3.131120678,3.003728712
B04,B04_121317_031218,Bobcat,1/21/2018 13:50,1/21/18,N,13:50:55,93192,Reviewed Phase 2/B04_121317_031218/Bobcat,IMG_1348.JPG,Bobcat,FALSE,13H 50M 55S,13.84861111,0.577025463,3.625557911,3.601669758
B04,B04_121317_031218,Bobcat,2/1/2018 9:05,2/1/18,N,9:05:24,933263,Reviewed Phase 2/B04_121317_031218/Bobcat,IMG_1720.JPG,Bobcat,FALSE,9H 5M 24S,9.09,0.37875,2.379756435,2.116197205
B04,B04_121317_031218,Bobcat,2/23/2018 8:45,2/23/18,N,8:45:47,1899621,Reviewed Phase 2/B04_121317_031218/Bobcat,IMG_2743.JPG,Bobcat,FALSE,8H 45M 47S,8.763055556,0.365127315,2.29416258,2.102683809
B04,B04_121317_031218,Bobcat,3/1/2018 16:03,3/1/18,N,16:03:34,544665,Reviewed Phase 2/B04_121317_031218/Bobcat,IMG_3103.JPG,Bobcat,FALSE,16H 3M 34S,16.05944444,0.669143519,4.204352724,4.151155235
B06,B06_040318_060818,Bobcat,4/28/2018 6:33,4/28/18,N,6:33:36,0,Reviewed Phase 2/B06_040318_060818/Bobcat,IMG_0229.JPG,Bobcat,TRUE,6H 33M 36S,6.56,0.273333333,1.717403984,1.630849789
B06,B06_040318_060818,Bobcat,5/20/2018 7:48,5/20/18,N,7:48:16,1905275,Reviewed Phase 2/B06_040318_060818/Bobcat,IMG_0442.JPG,Bobcat,TRUE,7H 48M 16S,7.804444444,0.325185185,2.043198778,1.979654665
B06,B06_040318_060818,Bobcat,6/6/2018 9:26,6/6/18,N,9:26:08,1474666,Reviewed Phase 2/B06_040318_060818/Bobcat,IMG_0571.JPG,Bobcat,TRUE,9H 26M 8S,9.435555556,0.393148148,2.470222668,2.34581469
B10,B10_080118_112818,Bobcat,8/26/2018 12:01,8/26/18,N,12:01:54,0,Reviewed Phase 2/B10_080118_112818/Bobcat,IMG_0085.JPG,Bobcat,TRUE,12H 1M 54S,12.03166667,0.501319444,3.149882968,2.858047066
B12,B12_120617_032618,Bobcat,2/19/2018 6:51,2/19/18,Y,6:51:09,0,Reviewed Phase 2/B12_120617_032618/Bobcat,IMG_1879.JPG,Bobcat,FALSE,6H 51M 9S,6.8525,0.285520833,1.793980305,1.541550088
B14,B14_032618_060618,Bobcat,4/28/2018 23:56,4/28/18,N,23:56:17,0,Reviewed Phase 2/B14_032618_060618/Bobcat,IMG_0187.JPG,Bobcat,TRUE,23H 56M 17S,23.93805556,0.997418981,6.26696829,5.906489247
B14,B14_060618_090818,Bobcat,8/15/2018 0:41,8/15/18,N,0:41:10,0,Reviewed Phase 2/B14_060618_090818/Bobcat,IMG_6655.JPG,Bobcat,TRUE,41M 10S,0.686111111,0.028587963,0.179623469,6.104189156
B14,B14_090818_121818,Bobcat,10/13/2018 9:02,10/13/18,N,9:02:54,0,Reviewed Phase 2/B14_090818_121818/Bobcat,IMG_2494.JPG,Bobcat,TRUE,9H 2M 54S,9.048333333,0.377013889,2.368848127,2.048867633
B14,B14_090818_121818,Bobcat,10/13/2018 9:28,10/13/18,N,9:28:19,1523,Reviewed Phase 2/B14_090818_121818/Bobcat,IMG_2497.JPG,Bobcat,TRUE,9H 28M 19S,9.471944444,0.394664352,2.479749257,2.166909337
B14,B14_120617_032618,Bobcat,12/9/2017 13:45,12/9/17,N,13:45:36,0,Reviewed Phase 2/B14_120617_032618/Bobcat,IMG_0046.JPG,Bobcat,FALSE,13H 45M 36S,13.76,0.573333333,3.602359576,3.696837239
C03,C03_031418_050218,Bobcat,4/20/2018 7:37,4/20/18,N,7:37:36,0,Reviewed Phase 2/C03_031418_050218/Bobcat,IMG_0103.JPG,Bobcat,TRUE,7H 37M 36S,7.626666667,0.317777778,1.996656664,1.840336176
C03,C03_060418_062518,Bobcat,6/6/2018 16:42,6/6/18,N,16:42:50,0,Reviewed Phase 2/C03_060418_062518/Bobcat,IMG_0082.JPG,Bobcat,TRUE,16H 42M 50S,16.71388889,0.696412037,4.375685879,3.889925761
C03,C03_060418_062518,Bobcat,6/7/2018 11:11,6/7/18,N,11:11:15,66500,Reviewed Phase 2/C03_060418_062518/Bobcat,IMG_0109.JPG,Bobcat,TRUE,11H 11M 15S,11.1875,0.466145833,2.928880651,2.717240469
C03,C03_060418_062518,Bobcat,6/17/2018 11:25,6/17/18,N,11:25:24,864833,Reviewed Phase 2/C03_060418_062518/Bobcat,IMG_0877.JPG,Bobcat,TRUE,11H 25M 24S,11.42333333,0.475972222,2.990621673,2.762346327
C03,C03_062518_080218,Bobcat,7/17/2018 9:03,7/17/18,N,9:03:50,0,Reviewed Phase 2/C03_062518_080218/Bobcat,IMG_0001.JPG,Bobcat,TRUE,9H 3M 50S,9.063888889,0.377662037,2.372920562,2.228312589
C03,C03_080218_112818,Bobcat,8/8/2018 19:42,8/8/18,N,19:42:53,0,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_0526.JPG,Bobcat,TRUE,19H 42M 53S,19.71472222,0.821446759,5.161302208,4.588825838
C03,C03_080218_112818,Bobcat,8/14/2018 5:12,8/14/18,N,5:12:57,466202,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_0736.JPG,Bobcat,TRUE,5H 12M 57S,5.215833333,0.217326389,1.365501974,1.204039859
C03,C03_080218_112818,Bobcat,8/16/2018 9:08,8/16/18,N,9:08:03,186905,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_0886.JPG,Bobcat,TRUE,9H 8M 3S,9.134166667,0.380590278,2.391319241,2.189547359
C03,C03_080218_112818,Bobcat,8/19/2018 4:36,8/19/18,N,4:36:36,242911,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_0913.JPG,Bobcat,TRUE,4H 36M 36S,4.61,0.192083333,1.206895178,1.005937609
C03,C03_080218_112818,Bobcat,8/22/2018 18:06,8/22/18,N,18:06:15,307777,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_0973.JPG,Bobcat,TRUE,18H 6M 15S,18.10416667,0.754340278,4.73965975,4.278739858
C03,C03_080218_112818,Bobcat,9/4/2018 8:33,9/4/18,N,8:33:20,1088823,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_1216.JPG,Bobcat,TRUE,8H 33M 20S,8.555555556,0.356481481,2.239839207,2.014779491
C03,C03_080218_112818,Bobcat,9/6/2018 9:39,9/6/18,N,9:39:50,176788,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_1258.JPG,Bobcat,TRUE,9H 39M 50S,9.663888889,0.402662037,2.530000195,2.281964341
C03,C03_080218_112818,Bobcat,9/28/2018 4:45,9/28/18,N,4:45:18,1883125,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_1834.JPG,Bobcat,TRUE,4H 45M 18S,4.755,0.198125,1.244856089,0.963653326
C03,C03_080218_112818,Bobcat,10/8/2018 2:26,10/8/18,N,2:26:49,855690,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_2140.JPG,Bobcat,TRUE,2H 26M 49S,2.446944444,0.101956019,0.640608558,0.36526308
C03,C03_080218_112818,Bobcat,10/14/2018 13:28,10/14/18,N,13:28:21,558090,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_2659.JPG,Bobcat,TRUE,13H 28M 21S,13.4725,0.561354167,3.527092252,3.283286411
C03,C03_080218_112818,Bobcat,10/16/2018 5:36,10/16/18,N,5:36:53,144510,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_2689.JPG,Bobcat,TRUE,5H 36M 53S,5.614722222,0.233946759,1.46993084,1.138499679
C03,C03_080218_112818,Bobcat,10/22/2018 10:40,10/22/18,N,10:40:06,536591,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_2884.JPG,Bobcat,TRUE,10H 40M 6S,10.66833333,0.444513889,2.792963136,2.487305843
C03,C03_080218_112818,Bobcat,10/24/2018 4:35,10/24/18,N,4:35:33,150925,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_2926.JPG,Bobcat,TRUE,4H 35M 33S,4.5925,0.191354167,1.202313688,0.872306539
C03,C03_080218_112818,Bobcat,11/2/2018 10:10,11/2/18,N,10:10:50,797715,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_3091.JPG,Bobcat,TRUE,10H 10M 50S,10.18055556,0.424189815,2.665263212,2.319180924
C03,C03_080218_112818,Bobcat,11/3/2018 9:57,11/3/18,N,9:57:42,85610,Reviewed Phase 2/C03_080218_112818/Bobcat,IMG_0034.JPG,Bobcat,TRUE,9H 57M 42S,9.961666667,0.415069444,2.607958235,2.250508133
C03,C03_121417_031418,Bobcat,12/19/2017 18:41,12/19/17,N,18:41:47,0,Reviewed Phase 2/C03_121417_031418/Bobcat,IMG_0112.JPG,Bobcat,FALSE,18H 41M 47S,18.69638889,0.779016204,4.894703165,5.104806368
C03,C03_121417_031418,Bobcat,12/27/2017 12:49,12/27/17,N,12:49:20,670051,Reviewed Phase 2/C03_121417_031418/Bobcat,IMG_0328.JPG,Bobcat,FALSE,12H 49M 20S,12.82222222,0.534259259,3.356849928,3.339189778
C03,C03_121417_031418,Bobcat,12/29/2017 17:02,12/29/17,N,17:02:03,187962,Reviewed Phase 2/C03_121417_031418/Bobcat,IMG_0364.JPG,Bobcat,FALSE,17H 2M 3S,17.03416667,0.709756944,4.459534405,4.724915713
C03,C03_121417_031418,Bobcat,12/30/2017 4:29,12/30/17,N,4:29:14,41228,Reviewed Phase 2/C03_121417_031418/Bobcat,IMG_0370.JPG,Bobcat,FALSE,4H 29M 14S,4.487222222,0.186967593,1.174752031,0.915804289
C03,C03_121417_031418,Bobcat,1/6/2018 12:18,1/6/18,N,12:18:22,632939,Reviewed Phase 2/C03_121417_031418/Bobcat,IMG_0517.JPG,Bobcat,FALSE,12H 18M 22S,12.30611111,0.51275463,3.221732355,3.1414471
C03,C03_121417_031418,Bobcat,1/21/2018 9:06,1/21/18,N,9:06:04,1284461,Reviewed Phase 2/C03_121417_031418/Bobcat,IMG_0760.JPG,Bobcat,FALSE,9H 6M 4S,9.101111111,0.379212963,2.382665317,2.095764732
C03,C03_121417_031418,Bobcat,2/4/2018 12:45,2/4/18,N,12:45:55,1222785,Reviewed Phase 2/C03_121417_031418/Bobcat,IMG_0907.JPG,Bobcat,FALSE,12H 45M 55S,12.76527778,0.531886574,3.341941907,3.239738391
C05,C05_120417_041018,Bobcat,1/1/2018 14:42,1/1/18,N,14:42:35,0,Reviewed Phase 2/C05_120417_041018/Bobcat,IMG_0166.JPG,Bobcat,FALSE,14H 42M 35S,14.70972222,0.612905093,3.850996272,3.94945005
C07,C07_080618_121718,Bobcat,9/24/2018 20:33,9/24/18,N,20:33:16,0,Reviewed Phase 2/C07_080618_121718/Bobcat,09240106.JPG,Bobcat,TRUE,20H 33M 16S,20.55444444,0.856435185,5.381140972,5.095635859
C09,C09_120817_040418,Bobcat,3/11/2018 11:18,3/11/18,N,11:18:45,0,Reviewed Phase 2/C09_120817_040418/Bobcat,IMG_0319.JPG,Bobcat,FALSE,11H 18M 45S,11.3125,0.471354167,2.961605574,2.857698025
C11,C11_080218_121218,Bobcat,11/30/2018 13:05,11/30/18,N,13:05:18,0,Reviewed Phase 2/C11_080218_121218/Bobcat,11300936.JPG,Bobcat,FALSE,13H 5M 18S,13.08833333,0.545347222,3.426517654,3.490525105
C15,C15_032618_061218,Bobcat,4/4/2018 13:11,4/4/18,N,13:11:59,0,Reviewed Phase 2/C15_032618_061218/Bobcat,IMG_0100.JPG,Bobcat,TRUE,13H 11M 59S,13.19972222,0.549988426,3.455679197,3.127071266
C15,C15_090818_121818,Bobcat,9/8/2018 17:52,9/8/18,N,17:52:13,0,Reviewed Phase 2/C15_090818_121818/Bobcat,IMG_0022.JPG,Bobcat,TRUE,17H 52M 13S,17.87027778,0.744594907,4.678427782,4.303716477
C15,C15_090818_121818,Bobcat,9/11/2018 14:02,9/11/18,N,14:02:58,245440,Reviewed Phase 2/C15_090818_121818/Bobcat,IMG_0031.JPG,Bobcat,TRUE,14H 2M 58S,14.04944444,0.585393519,3.678135954,3.367618735
